;tweet;sentimen;step01;tokens;tokens_perbaikan;Stop_removal;step02;ProcessedText
2031;Semangat 1 juta jubir desa... #YukJadiJubirAMIN #AniesMuhaimin2024   https://t.co/xy94NMVbZe;1.0;semangat number juta jubir desa repeated hashtag yuk jadi jubir amin hashtag hashtag anies muhaimin 2024 hashtag coxy94nmvbze;['semangat', 'number', 'juta', 'jubir', 'desa', 'repeated', 'hashtag', 'yuk', 'jadi', 'jubir', 'amin', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'coxy94nmvbze'];['semangat', 'number', 'juta', 'jubir', 'desa', 'repeated', 'hashtag', 'ayo', 'jadi', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'coxy94nmvbze'];['semangat', 'number', 'juta', 'jubir', 'desa', 'repeated', 'hashtag', 'ayo', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'coxy94nmvbze'];semangat number juta jubir desa repeated hashtag ayo jubir semoga hashtag hashtag anies muhaimin 2024 hashtag coxy94nmvbze;semangat number juta jubir desa repeated hashtag ayo jubir moga hashtag hashtag anies muhaimin 2024 hashtag coxy94nmvbze
2032; Amin untuk Perubahan akan selalu sampai ke Desa-desa... #YukJadiJubirAMIN  #AniesMuhaimin2024;1.0;amin untuk perubahan akan selalu sampai ke desa desa repeated hashtag yuk jadi jubir amin hashtag hashtag anies muhaimin 2024 hashtag;['amin', 'untuk', 'perubahan', 'akan', 'selalu', 'sampai', 'ke', 'desa', 'desa', 'repeated', 'hashtag', 'yuk', 'jadi', 'jubir', 'amin', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];['semoga', 'untuk', 'perubahan', 'akan', 'selalu', 'sampai', 'ke', 'desa', 'desa', 'repeated', 'hashtag', 'ayo', 'jadi', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];['semoga', 'perubahan', 'desa', 'desa', 'repeated', 'hashtag', 'ayo', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];semoga perubahan desa desa repeated hashtag ayo jubir semoga hashtag hashtag anies muhaimin 2024 hashtag;moga ubah desa desa repeated hashtag ayo jubir moga hashtag hashtag anies muhaimin 2024 hashtag
2033;Sohib Ulama Sohibkupula Balap Ajeunga Balad Aing  tos pasti jadi Balad Amin #YukJadiJubirAMIN  #AniesMuhaimin2024         https://t.co/g1L1TG9EnG;1.0;sohib ulama sohibkupula balap ajeunga balad aing tos pasti jadi balad amin hashtag yuk jadi jubir amin hashtag hashtag anies muhaimin 2024 hashtag cog1l1tg9eng;['sohib', 'ulama', 'sohibkupula', 'balap', 'ajeunga', 'balad', 'aing', 'tos', 'pasti', 'jadi', 'balad', 'amin', 'hashtag', 'yuk', 'jadi', 'jubir', 'amin', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'cog1l1tg9eng'];['sohib', 'ulama', 'sohibkupula', 'balap', 'ajeunga', 'balad', 'aing', 'tos', 'pasti', 'jadi', 'balad', 'semoga', 'hashtag', 'ayo', 'jadi', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'cog1l1tg9eng'];['sohib', 'ulama', 'sohibkupula', 'balap', 'ajeunga', 'balad', 'aing', 'tos', 'balad', 'semoga', 'hashtag', 'ayo', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'cog1l1tg9eng'];sohib ulama sohibkupula balap ajeunga balad aing tos balad semoga hashtag ayo jubir semoga hashtag hashtag anies muhaimin 2024 hashtag cog1l1tg9eng;sohib ulama sohibkupula balap ajeunga balad aing tos balad moga hashtag ayo jubir moga hashtag hashtag anies muhaimin 2024 hashtag cog1l1tg9eng
2034;WAKANDA no more Indonesia forever #YukJadiJubirAMIN #AniesMuhaimin2024   https://t.co/srGqOBNjP0;1.0;allcaps wakanda allcaps no more indonesia forever hashtag yuk jadi jubir amin hashtag hashtag anies muhaimin 2024 hashtag cosrgqobnjp0;['allcaps', 'wakanda', 'allcaps', 'no', 'more', 'indonesia', 'forever', 'hashtag', 'yuk', 'jadi', 'jubir', 'amin', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'cosrgqobnjp0'];['allcaps', 'wakanda', 'allcaps', 'no', 'more', 'indonesia', 'forever', 'hashtag', 'ayo', 'jadi', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'cosrgqobnjp0'];['allcaps', 'wakanda', 'allcaps', 'no', 'more', 'indonesia', 'forever', 'hashtag', 'ayo', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'cosrgqobnjp0'];allcaps wakanda allcaps no more indonesia forever hashtag ayo jubir semoga hashtag hashtag anies muhaimin 2024 hashtag cosrgqobnjp0;allcaps wakanda allcaps no more indonesia forever hashtag ayo jubir moga hashtag hashtag anies muhaimin 2024 hashtag cosrgqobnjp0
2035;Ber1 Bergerak untuk perubahan Indonesia lebih maju #YukJadiJubirAMIN #AniesMuhaimin2024   https://t.co/sm0iCRlZqw;1.0;ber1 bergerak untuk perubahan indonesia lebih maju hashtag yuk jadi jubir amin hashtag hashtag anies muhaimin 2024 hashtag cosm0icrlzqw;['ber1', 'bergerak', 'untuk', 'perubahan', 'indonesia', 'lebih', 'maju', 'hashtag', 'yuk', 'jadi', 'jubir', 'amin', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'cosm0icrlzqw'];['ber1', 'bergerak', 'untuk', 'perubahan', 'indonesia', 'lebih', 'maju', 'hashtag', 'ayo', 'jadi', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'cosm0icrlzqw'];['ber1', 'bergerak', 'perubahan', 'indonesia', 'maju', 'hashtag', 'ayo', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'cosm0icrlzqw'];ber1 bergerak perubahan indonesia maju hashtag ayo jubir semoga hashtag hashtag anies muhaimin 2024 hashtag cosm0icrlzqw;ber1 gerak ubah indonesia maju hashtag ayo jubir moga hashtag hashtag anies muhaimin 2024 hashtag cosm0icrlzqw
2036;mengawal suara-suara di desa bagi AMIN melalui Balad AMIN, Jubir Desa   #YukJadiJubirAMIN #AniesMuhaimin2024 CC:   https://t.co/hbVu8orCI1;1.0;mengawal suara suara di desa bagi allcaps amin allcaps melalui balad allcaps amin allcaps jubir desa hashtag yuk jadi jubir amin hashtag hashtag anies muhaimin 2024 hashtag cc cohbvu8orci1;['mengawal', 'suara', 'suara', 'di', 'desa', 'bagi', 'allcaps', 'amin', 'allcaps', 'melalui', 'balad', 'allcaps', 'amin', 'allcaps', 'jubir', 'desa', 'hashtag', 'yuk', 'jadi', 'jubir', 'amin', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'cc', 'cohbvu8orci1'];['mengawal', 'suara', 'suara', 'di', 'desa', 'bagi', 'allcaps', 'semoga', 'allcaps', 'melalui', 'balad', 'allcaps', 'semoga', 'allcaps', 'jubir', 'desa', 'hashtag', 'ayo', 'jadi', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'cc', 'cohbvu8orci1'];['mengawal', 'suara', 'suara', 'desa', 'allcaps', 'semoga', 'allcaps', 'balad', 'allcaps', 'semoga', 'allcaps', 'jubir', 'desa', 'hashtag', 'ayo', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'cc', 'cohbvu8orci1'];mengawal suara suara desa allcaps semoga allcaps balad allcaps semoga allcaps jubir desa hashtag ayo jubir semoga hashtag hashtag anies muhaimin 2024 hashtag cc cohbvu8orci1;awal suara suara desa allcaps moga allcaps balad allcaps moga allcaps jubir desa hashtag ayo jubir moga hashtag hashtag anies muhaimin 2024 hashtag cc cohbvu8orci1
2037;WAKANDA no more Indonesia forever  #YukJadiJubirAMIN #AniesMuhaimin2024    https://t.co/K4nMSXPvJV;1.0;allcaps wakanda allcaps no more indonesia forever hashtag yuk jadi jubir amin hashtag hashtag anies muhaimin 2024 hashtag cok4nmsxpvjv;['allcaps', 'wakanda', 'allcaps', 'no', 'more', 'indonesia', 'forever', 'hashtag', 'yuk', 'jadi', 'jubir', 'amin', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'cok4nmsxpvjv'];['allcaps', 'wakanda', 'allcaps', 'no', 'more', 'indonesia', 'forever', 'hashtag', 'ayo', 'jadi', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'cok4nmsxpvjv'];['allcaps', 'wakanda', 'allcaps', 'no', 'more', 'indonesia', 'forever', 'hashtag', 'ayo', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'cok4nmsxpvjv'];allcaps wakanda allcaps no more indonesia forever hashtag ayo jubir semoga hashtag hashtag anies muhaimin 2024 hashtag cok4nmsxpvjv;allcaps wakanda allcaps no more indonesia forever hashtag ayo jubir moga hashtag hashtag anies muhaimin 2024 hashtag cok4nmsxpvjv
2038;Balad AMIN, Jubur Desa #YukJadiJubirAMIN #AniesMuhaimin2024 https://t.co/1Arf9rtXyj;1.0;balad allcaps amin allcaps jubur desa hashtag yuk jadi jubir amin hashtag hashtag anies muhaimin 2024 hashtag co1arf9rtxyj;['balad', 'allcaps', 'amin', 'allcaps', 'jubur', 'desa', 'hashtag', 'yuk', 'jadi', 'jubir', 'amin', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'co1arf9rtxyj'];['balad', 'allcaps', 'semoga', 'allcaps', 'jubur', 'desa', 'hashtag', 'ayo', 'jadi', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'co1arf9rtxyj'];['balad', 'allcaps', 'semoga', 'allcaps', 'jubur', 'desa', 'hashtag', 'ayo', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'co1arf9rtxyj'];balad allcaps semoga allcaps jubur desa hashtag ayo jubir semoga hashtag hashtag anies muhaimin 2024 hashtag co1arf9rtxyj;balad allcaps moga allcaps jubur desa hashtag ayo jubir moga hashtag hashtag anies muhaimin 2024 hashtag co1arf9rtxyj
2039;WAKANDA no more Indonesia forever  #YukJadiJubirAMIN #AniesMuhaimin2024   ;1.0;allcaps wakanda allcaps no more indonesia forever hashtag yuk jadi jubir amin hashtag hashtag anies muhaimin 2024 hashtag;['allcaps', 'wakanda', 'allcaps', 'no', 'more', 'indonesia', 'forever', 'hashtag', 'yuk', 'jadi', 'jubir', 'amin', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];['allcaps', 'wakanda', 'allcaps', 'no', 'more', 'indonesia', 'forever', 'hashtag', 'ayo', 'jadi', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];['allcaps', 'wakanda', 'allcaps', 'no', 'more', 'indonesia', 'forever', 'hashtag', 'ayo', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];allcaps wakanda allcaps no more indonesia forever hashtag ayo jubir semoga hashtag hashtag anies muhaimin 2024 hashtag;allcaps wakanda allcaps no more indonesia forever hashtag ayo jubir moga hashtag hashtag anies muhaimin 2024 hashtag
2040; Mantap #YukJadiJubirAMIN #AniesMuhaimin2024;1.0;mantap hashtag yuk jadi jubir amin hashtag hashtag anies muhaimin 2024 hashtag;['mantap', 'hashtag', 'yuk', 'jadi', 'jubir', 'amin', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];['mantap', 'hashtag', 'ayo', 'jadi', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];['mantap', 'hashtag', 'ayo', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];mantap hashtag ayo jubir semoga hashtag hashtag anies muhaimin 2024 hashtag;mantap hashtag ayo jubir moga hashtag hashtag anies muhaimin 2024 hashtag
2041;Siap mengawal pemenangan AMIN #YukJadiJubirAMIN #AniesMuhaimin2024     https://t.co/pCr3eUft30;1.0;siap mengawal pemenangan allcaps amin allcaps hashtag yuk jadi jubir amin hashtag hashtag anies muhaimin 2024 hashtag copcr3euft30;['siap', 'mengawal', 'pemenangan', 'allcaps', 'amin', 'allcaps', 'hashtag', 'yuk', 'jadi', 'jubir', 'amin', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'copcr3euft30'];['siap', 'mengawal', 'pemenangan', 'allcaps', 'semoga', 'allcaps', 'hashtag', 'ayo', 'jadi', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'copcr3euft30'];['mengawal', 'pemenangan', 'allcaps', 'semoga', 'allcaps', 'hashtag', 'ayo', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'copcr3euft30'];mengawal pemenangan allcaps semoga allcaps hashtag ayo jubir semoga hashtag hashtag anies muhaimin 2024 hashtag copcr3euft30;awal menang allcaps moga allcaps hashtag ayo jubir moga hashtag hashtag anies muhaimin 2024 hashtag copcr3euft30
2042; Barisan Relawan Desa Bersama AMIN Desa Maju Rakyat Sejahtera #YukJadiJubirAMIN #AniesMuhaimin2024;1.0;barisan relawan desa bersama allcaps amin allcaps desa maju rakyat sejahtera hashtag yuk jadi jubir amin hashtag hashtag anies muhaimin 2024 hashtag;['barisan', 'relawan', 'desa', 'bersama', 'allcaps', 'amin', 'allcaps', 'desa', 'maju', 'rakyat', 'sejahtera', 'hashtag', 'yuk', 'jadi', 'jubir', 'amin', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];['barisan', 'relawan', 'desa', 'bersama', 'allcaps', 'semoga', 'allcaps', 'desa', 'maju', 'rakyat', 'sejahtera', 'hashtag', 'ayo', 'jadi', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];['barisan', 'relawan', 'desa', 'allcaps', 'semoga', 'allcaps', 'desa', 'maju', 'rakyat', 'sejahtera', 'hashtag', 'ayo', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];barisan relawan desa allcaps semoga allcaps desa maju rakyat sejahtera hashtag ayo jubir semoga hashtag hashtag anies muhaimin 2024 hashtag;baris rawan desa allcaps moga allcaps desa maju rakyat sejahtera hashtag ayo jubir moga hashtag hashtag anies muhaimin 2024 hashtag
2043;Yuk Jadi Jubir AMIN...Barisan Relawan Desa Satukan Indonesia... #YukJadiJubirAMIN #AniesMuhaimin2024   https://t.co/tkclYEHisf;1.0;yuk jadi jubir allcaps amin allcaps repeated barisan relawan desa satukan indonesia repeated hashtag yuk jadi jubir amin hashtag hashtag anies muhaimin 2024 hashtag cotkclyehisf;['yuk', 'jadi', 'jubir', 'allcaps', 'amin', 'allcaps', 'repeated', 'barisan', 'relawan', 'desa', 'satukan', 'indonesia', 'repeated', 'hashtag', 'yuk', 'jadi', 'jubir', 'amin', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'cotkclyehisf'];['ayo', 'jadi', 'jubir', 'allcaps', 'semoga', 'allcaps', 'repeated', 'barisan', 'relawan', 'desa', 'satukan', 'indonesia', 'repeated', 'hashtag', 'ayo', 'jadi', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'cotkclyehisf'];['ayo', 'jubir', 'allcaps', 'semoga', 'allcaps', 'repeated', 'barisan', 'relawan', 'desa', 'satukan', 'indonesia', 'repeated', 'hashtag', 'ayo', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'cotkclyehisf'];ayo jubir allcaps semoga allcaps repeated barisan relawan desa satukan indonesia repeated hashtag ayo jubir semoga hashtag hashtag anies muhaimin 2024 hashtag cotkclyehisf;ayo jubir allcaps moga allcaps repeated baris rawan desa satu indonesia repeated hashtag ayo jubir moga hashtag hashtag anies muhaimin 2024 hashtag cotkclyehisf
2044;Bismillah... Bergerak. Belajar   #YukJadiJubirAMIN #AniesMuhaimin2024  Balad Amin, Jubir Desa     https://t.co/hXCXzG6nwQ;1.0;bismillah repeated bergerak belajar hashtag yuk jadi jubir amin hashtag hashtag anies muhaimin 2024 hashtag balad amin jubir desa cohxcxzg6nwq;['bismillah', 'repeated', 'bergerak', 'belajar', 'hashtag', 'yuk', 'jadi', 'jubir', 'amin', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'balad', 'amin', 'jubir', 'desa', 'cohxcxzg6nwq'];['bismillah', 'repeated', 'bergerak', 'belajar', 'hashtag', 'ayo', 'jadi', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'balad', 'semoga', 'jubir', 'desa', 'cohxcxzg6nwq'];['bismillah', 'repeated', 'bergerak', 'belajar', 'hashtag', 'ayo', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'balad', 'semoga', 'jubir', 'desa', 'cohxcxzg6nwq'];bismillah repeated bergerak belajar hashtag ayo jubir semoga hashtag hashtag anies muhaimin 2024 hashtag balad semoga jubir desa cohxcxzg6nwq;bismillah repeated gerak ajar hashtag ayo jubir moga hashtag hashtag anies muhaimin 2024 hashtag balad moga jubir desa cohxcxzg6nwq
2045; Rekam jejak capres nomer 1 Walaupun langit runtuh keadilan harus ditegakkan  #AMINAjaDulu  #AniesMuhaimin2024;1.0;rekam jejak capres nomer number walaupun langit runtuh keadilan harus ditegakkan hashtag amin aja dulu hashtag hashtag anies muhaimin 2024 hashtag;['rekam', 'jejak', 'capres', 'nomer', 'number', 'walaupun', 'langit', 'runtuh', 'keadilan', 'harus', 'ditegakkan', 'hashtag', 'amin', 'aja', 'dulu', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];['rekam', 'jejak', 'capres', 'nomer', 'number', 'walaupun', 'langit', 'runtuh', 'keadilan', 'harus', 'ditegakkan', 'hashtag', 'semoga', 'saja', 'dulu', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];['rekam', 'jejak', 'capres', 'nomer', 'number', 'langit', 'runtuh', 'keadilan', 'ditegakkan', 'hashtag', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];rekam jejak capres nomer number langit runtuh keadilan ditegakkan hashtag semoga hashtag hashtag anies muhaimin 2024 hashtag;rekam jejak capres nomer number langit runtuh adil tegak hashtag moga hashtag hashtag anies muhaimin 2024 hashtag
2046;Balad AMIN Jubir Desa Menjemput takdir perubahan 2024 Indonesia Adil Makmur untuk semua  #YukJadiJubirAMIN #AniesMuhaimin2024     https://t.co/4Efy7he1K4;1.0;balad allcaps amin allcaps jubir desa menjemput takdir perubahan number indonesia adil makmur untuk semua hashtag yuk jadi jubir amin hashtag hashtag anies muhaimin 2024 hashtag co4efy7he1k4;['balad', 'allcaps', 'amin', 'allcaps', 'jubir', 'desa', 'menjemput', 'takdir', 'perubahan', 'number', 'indonesia', 'adil', 'makmur', 'untuk', 'semua', 'hashtag', 'yuk', 'jadi', 'jubir', 'amin', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'co4efy7he1k4'];['balad', 'allcaps', 'semoga', 'allcaps', 'jubir', 'desa', 'menjemput', 'takdir', 'perubahan', 'number', 'indonesia', 'adil', 'makmur', 'untuk', 'semua', 'hashtag', 'ayo', 'jadi', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'co4efy7he1k4'];['balad', 'allcaps', 'semoga', 'allcaps', 'jubir', 'desa', 'menjemput', 'takdir', 'perubahan', 'number', 'indonesia', 'adil', 'makmur', 'hashtag', 'ayo', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'co4efy7he1k4'];balad allcaps semoga allcaps jubir desa menjemput takdir perubahan number indonesia adil makmur hashtag ayo jubir semoga hashtag hashtag anies muhaimin 2024 hashtag co4efy7he1k4;balad allcaps moga allcaps jubir desa jemput takdir ubah number indonesia adil makmur hashtag ayo jubir moga hashtag hashtag anies muhaimin 2024 hashtag co4efy7he1k4
2047;Menuju kemenangan #YukJadiJubirAMIN #AniesMuhaimin2024   https://t.co/e3nTjjiPNn;1.0;menuju kemenangan hashtag yuk jadi jubir amin hashtag hashtag anies muhaimin 2024 hashtag coe3ntjjipnn;['menuju', 'kemenangan', 'hashtag', 'yuk', 'jadi', 'jubir', 'amin', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'coe3ntjjipnn'];['menuju', 'kemenangan', 'hashtag', 'ayo', 'jadi', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'coe3ntjjipnn'];['kemenangan', 'hashtag', 'ayo', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'coe3ntjjipnn'];kemenangan hashtag ayo jubir semoga hashtag hashtag anies muhaimin 2024 hashtag coe3ntjjipnn;menang hashtag ayo jubir moga hashtag hashtag anies muhaimin 2024 hashtag coe3ntjjipnn
2048;Balad AMIN dan Jubir Desa.        #YukJadiJubirAMIN #AniesMuhaimin2024 https://t.co/lLh1fMbolv;1.0;balad allcaps amin allcaps dan jubir desa hashtag yuk jadi jubir amin hashtag hashtag anies muhaimin 2024 hashtag collh1fmbolv;['balad', 'allcaps', 'amin', 'allcaps', 'dan', 'jubir', 'desa', 'hashtag', 'yuk', 'jadi', 'jubir', 'amin', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'collh1fmbolv'];['balad', 'allcaps', 'semoga', 'allcaps', 'dan', 'jubir', 'desa', 'hashtag', 'ayo', 'jadi', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'collh1fmbolv'];['balad', 'allcaps', 'semoga', 'allcaps', 'jubir', 'desa', 'hashtag', 'ayo', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'collh1fmbolv'];balad allcaps semoga allcaps jubir desa hashtag ayo jubir semoga hashtag hashtag anies muhaimin 2024 hashtag collh1fmbolv;balad allcaps moga allcaps jubir desa hashtag ayo jubir moga hashtag hashtag anies muhaimin 2024 hashtag collh1fmbolv
2049;Kami Sukarelawan Jubir Desa Anies-Muhaimin (AMIN). Berkomitmen penuh untuk mendukung &amp  Mensuksesken AMIN RI 1. #YukJadiJubirAMIN #AniesMuhaimin2024   https://t.co/DqbDWKO4kY;1.0;kami sukarelawan jubir desa anies muhaimin allcaps amin allcaps berkomitmen penuh untuk mendukung mensuksesken allcaps amin ri allcaps number hashtag yuk jadi jubir amin hashtag hashtag anies muhaimin 2024 hashtag codqbdwko4ky;['kami', 'sukarelawan', 'jubir', 'desa', 'anies', 'muhaimin', 'allcaps', 'amin', 'allcaps', 'berkomitmen', 'penuh', 'untuk', 'mendukung', 'mensuksesken', 'allcaps', 'amin', 'ri', 'allcaps', 'number', 'hashtag', 'yuk', 'jadi', 'jubir', 'amin', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'codqbdwko4ky'];['kami', 'sukarelawan', 'jubir', 'desa', 'anies', 'muhaimin', 'allcaps', 'semoga', 'allcaps', 'berkomitmen', 'penuh', 'untuk', 'mendukung', 'mensuksesken', 'allcaps', 'semoga', 'di', 'allcaps', 'number', 'hashtag', 'ayo', 'jadi', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'codqbdwko4ky'];['sukarelawan', 'jubir', 'desa', 'anies', 'muhaimin', 'allcaps', 'semoga', 'allcaps', 'berkomitmen', 'penuh', 'mendukung', 'mensuksesken', 'allcaps', 'semoga', 'allcaps', 'number', 'hashtag', 'ayo', 'jubir', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'codqbdwko4ky'];sukarelawan jubir desa anies muhaimin allcaps semoga allcaps berkomitmen penuh mendukung mensuksesken allcaps semoga allcaps number hashtag ayo jubir semoga hashtag hashtag anies muhaimin 2024 hashtag codqbdwko4ky;sukarelawan jubir desa anies muhaimin allcaps moga allcaps komitmen penuh dukung mensuksesken allcaps moga allcaps number hashtag ayo jubir moga hashtag hashtag anies muhaimin 2024 hashtag codqbdwko4ky
